Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Zhang, Y., Li, Q., Wang, X., Zhou, X.","China biobanking",2015,"Biobanking in the 21st Century",,,,"125","140",,1,10.1007/978-3-319-20579-3_10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955751903&partnerID=40&md5=b55cf143dd8eb03136a2b388d7346a6c",Book Chapter,Scopus,2-s2.0-84955751903
"Karimi-Busheri, F., Rasouli-Nia, A.","Integration, networking, and global biobanking in the age of new biology",2015,"Biobanking in the 21st Century",,,,"1","9",,,10.1007/978-3-319-20579-3_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955734646&partnerID=40&md5=2e9a74b47bb3c8d251e0a96023fcefb3",Book Chapter,Scopus,2-s2.0-84955734646
"Somiari, S.B., Somiari, R.I.","The future of biobanking: A conceptual look at how biobanks can respond to the growing human biospecimen needs of researchers",2015,"Biobanking in the 21st Century",,,,"11","27",,,10.1007/978-3-319-20579-3_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955639199&partnerID=40&md5=7025383c06de7962a2784b826a1fe2f8",Book Chapter,Scopus,2-s2.0-84955639199
"Sanner, J., Yu, E., Nomie, K.","Nursing and biobanking",2015,"Biobanking in the 21st Century",,,,"157","163",,,10.1007/978-3-319-20579-3_12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955731093&partnerID=40&md5=8d9f52bb3d265b572e9bf0137e237f0c",Book Chapter,Scopus,2-s2.0-84955731093
"Wilcox, M., Grayson, M., MacKenzie, M., Stobart, H., Bulbeck, H., Flavel, R.","The importance of quality patient advocacy to biobanks: A lay perspective from independent cancer patients voice (ICPV), based in the United Kingdom",2015,"Biobanking in the 21st Century",,,,"171","183",,,10.1007/978-3-319-20579-3_14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955650390&partnerID=40&md5=348c019426ef2f8961992ccddd103a24",Book Chapter,Scopus,2-s2.0-84955650390
"Roberts, J.N., Karvonen, C., Graham, K., Weinfeld, M., Joy, A.A., Koebel, M., Morris, D., Robson, P.J., Johnston, R.N., Brockton, N.T.","Biobanking in the twenty-first century: Driving population metrics into biobanking quality",2015,"Biobanking in the 21st Century",,,,"95","114",,,10.1007/978-3-319-20579-3_8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955663943&partnerID=40&md5=d65363a032ef2fdd26d56b7a2cb9d59a",Book Chapter,Scopus,2-s2.0-84955663943
"McIntosh, L.D., Sharma, M.K., Mulvihill, D., Gupta, S., Juehne, A., George, B., Khot, S.B., Kaushal, A., Watson, M.A., Nagarajan, R.","CaTissue Suite to OpenSpecimen: Developing an extensible, open source, web-based biobanking management system",2015,"Journal of Biomedical Informatics","57",,,"456","464",,2,10.1016/j.jbi.2015.08.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949486509&partnerID=40&md5=d923da4da68fb4b7dbfc88e1e4b8708a",Article,Scopus,2-s2.0-84949486509
"Stein, A., Arnold, D., Bridgewater, J., Goldstein, D., Jensen, L.H., Klümpen, H.-J., Lohse, A.W., Nashan, B., Primrose, J., Schrum, S., Shannon, J., Vettorazzi, E., Wege, H.","Adjuvant chemotherapy with gemcitabine and cisplatin compared to observation after curative intent resection of cholangiocarcinoma and muscle invasive gallbladder carcinoma (ACTICCA-1 trial) - a randomized, multidisciplinary, multinational phase III trial",2015,"BMC Cancer","15","1", 564,"","",,2,10.1186/s12885-015-1498-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938061809&partnerID=40&md5=7534473da846172093fd43ebac85ed89",Article,Scopus,2-s2.0-84938061809
"Klioueva, N.M., Rademaker, M.C., Dexter, D.T., Al-Sarraj, S., Seilhean, D., Streichenberger, N., Schmitz, P., Bell, J.E., Ironside, J.W., Arzberger, T., Huitinga, I.","BrainNet Europe’s Code of Conduct for brain banking",2015,"Journal of Neural Transmission","122","7",,"937","940",,,10.1007/s00702-014-1353-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937468719&partnerID=40&md5=cf1dc745c68cf27d7da24d8642853793",Article,Scopus,2-s2.0-84937468719
"Abadie, R., Heaney, K.","“We can wipe an entire culture”: fears and promises of DNA biobanking among Native Americans",2015,"Dialectical Anthropology","39","3",,"305","320",,,10.1007/s10624-015-9391-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940436232&partnerID=40&md5=b48f50be77b987ea2d81a89cd34dc214",Article,Scopus,2-s2.0-84940436232
"Denihan, N.M., Walsh, B.H., Reinke, S.N., Sykes, B.D., Mandal, R., Wishart, D.S., Broadhurst, D.I., Boylan, G.B., Murray, D.M.","The effect of haemolysis on the metabolomic profile of umbilical cord blood",2015,"Clinical Biochemistry","48","7-8",,"534","537",,1,10.1016/j.clinbiochem.2015.02.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928742406&partnerID=40&md5=e3880d945a7ecc955754906e1d92d58c",Article,Scopus,2-s2.0-84928742406
"Willemse, E.A.J., Koel-Simmelink, M.J.A., Durieux-Lu, S., van der Flier, W.M., Teunissen, C.E.","Standard biobanking conditions prevent evaporation of body fluid samples",2015,"Clinica Chimica Acta","442",,,"141","145",,1,10.1016/j.cca.2015.01.036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922693165&partnerID=40&md5=5c56d64c73263b725b3155cc1a57b96a",Article,Scopus,2-s2.0-84922693165
"Krishnamurthy, S.","Biospecimen repositories and cytopathology",2015,"Cancer Cytopathology","123","3",,"152","161",,1,10.1002/cncy.21505,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929133018&partnerID=40&md5=4ff562914cc8154feff31a2e91107db1",Review,Scopus,2-s2.0-84929133018
"Bervoets, L., Louis, E., Reekmans, G., Mesotten, L., Thomeer, M., Adriaensens, P., Linsen, L.","Influence of preanalytical sampling conditions on the &lt;sup&gt;1&lt;/sup&gt;H NMR metabolic profile of human blood plasma and introduction of the Standard PREanalytical Code used in biobanking",2015,"Metabolomics","11","5",,"1197","1207",,4,10.1007/s11306-015-0774-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941025536&partnerID=40&md5=eac779424418c918d59601a3259ed98d",Article,Scopus,2-s2.0-84941025536
"de Vries, J., Abayomi, A., Littler, K., Madden, E., McCurdy, S., Ouwe Missi Oukem-Boyer, O., Seeley, J., Staunton, C., Tangwa, G., Tindana, P., Troyer, J.","Addressing ethical issues in H3Africa research – the views of research ethics committee members",2015,"HUGO Journal","9","1", 1,"","",4,3,10.1186/s11568-015-0006-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938262316&partnerID=40&md5=8381224f378fa34e7270ae6e3c5eb10e",Article,Scopus,2-s2.0-84938262316
"Solomon, S., Mongoven, A.","Extending the surrogacy analogy: Applying the advance directive model to biobanks",2015,"Public Health Genomics","18","1",,"1","10",,,10.1159/000364993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920726955&partnerID=40&md5=4b57afc07fe85ca3a2ce41c99431662d",Article,Scopus,2-s2.0-84920726955
"Uzarski, D., Burke, J., Turner, B., Vroom, J., Short, N.","A Plan for Academic Biobank Solvency-Leveraging Resources and Applying Business Processes to Improve Sustainability",2015,"Clinical and Translational Science","8","5",,"553","557",,,10.1111/cts.12287,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946499656&partnerID=40&md5=f0af3a14b9e8266839e8d192e4dc3fbd",Article,Scopus,2-s2.0-84946499656
"Ahmad-Nejad, P., Duda, A., Sucker, A., Werner, M., Bronsert, P., Stickeler, E., Reifenberger, G., Malzkorn, B., Oberländer, M., Habermann, J.K., Bruch, H.-P., Linnebacher, M., Schadendorf, D., Neumaier, M.","Assessing quality and functionality of DNA isolated from FFPE tissues through external quality assessment in tissue banks",2015,"Clinical Chemistry and Laboratory Medicine","53","12",,"1927","1934",,1,10.1515/cclm-2014-1202,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946838768&partnerID=40&md5=8143d13e569f1634f194d6de38ad2979",Article,Scopus,2-s2.0-84946838768
"Vaithilingam, R.D., Safii, S.H., Baharuddin, N.A., Karen-Ng, L.P., Saub, R., Ariffin, F., Ramli, H., Sharifuddin, A., Hidayat, M.F.H., Raman, R., Chan, Y.K., Rani, N.A., Rahim, R.A, Shahruddin, N., Cheong, S.C., Bartold, P.M., Zain, R.B.","Establishing and managing a periodontal biobank for research: The sharing of experience",2015,"Oral Diseases","21","1",,"e62","e69",,2,10.1111/odi.12267,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919442109&partnerID=40&md5=84b7067679efd298d318a780a609328e",Review,Scopus,2-s2.0-84919442109
"Abuja, P.M., Ehrhart, F., Schoen, U., Schmidt, T., Stracke, F., Dallmann, G., Friedrich, T., Zimmermann, H., Zatloukal, K.","Alterations in Human Liver Metabolome during Prolonged Cryostorage",2015,"Journal of Proteome Research","14","7",,"2758","2768",,1,10.1021/acs.jproteome.5b00025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947281449&partnerID=40&md5=8c7d73cca7553a5f5988ec458f4dcfd2",Article,Scopus,2-s2.0-84947281449
"Zhang, Y., Li, Q., Wang, X., Zhou, X.","China biobanking",2015,"Advances in Experimental Medicine and Biology","864",,,"125","140",,,10.1007/978-3-319-20579-3_10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942871588&partnerID=40&md5=0d705c968a21d8d3ba305216e780f535",Book Chapter,Scopus,2-s2.0-84942871588
"Karimi-Busheri, F., Rasouli-Nia, A.","Integration, networking, and global biobanking in the age of new biology",2015,"Advances in Experimental Medicine and Biology","864",,,"1","9",,,10.1007/978-3-319-20579-3_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942866979&partnerID=40&md5=b896756decefeccc010c8d3a29ac2b2b",Book Chapter,Scopus,2-s2.0-84942866979
"Beskow, L.M., Dombeck, C.B., Thompson, C.P., Watson-Ormond, J.K., Weinfurt, K.P.","Informed consent for biobanking: Consensus-based guidelines for adequate comprehension",2015,"Genetics in Medicine","17","3",,"226","233",,4,10.1038/gim.2014.102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930579300&partnerID=40&md5=a15852d9c309823d2a89c6f55fc494f9",Article,Scopus,2-s2.0-84930579300
"Hochedlinger, N., Nitzlnader, M., Falgenhauer, M., Welte, S., Hayn, D., Koumakis, L., Potamias, G., Tsiknakis, M., Saraceno, D., Rinaldi, E., Ladenstein, R., Schreier, G.","Standardized Data Sharing in a Paediatric Oncology Research Network - A Proof-of-Concept Study",2015,"Studies in Health Technology and Informatics","212",,,"27","34",,3,10.3233/978-1-61499-524-1-27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951738044&partnerID=40&md5=e169cd6ab8404e8f9b0b9b814f54efde",Conference Paper,Scopus,2-s2.0-84951738044
"Nitzlnader, M., Falgenhauer, M., Gossy, C., Schreier, G.","Architecture for an Advanced Biomedical Collaboration Domain for the European Paediatric Cancer Research Community (ABCD-4-E)",2015,"Studies in Health Technology and Informatics","212",,,"167","174",,2,10.3233/978-1-61499-524-1-167,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951957230&partnerID=40&md5=b966d8c294995a71cf71468524b0624c",Conference Paper,Scopus,2-s2.0-84951957230
"Critchley, C., Nicol, D., Otlowski, M.","The impact of commercialisation and genetic data sharing arrangements on public trust and the intention to participate in biobank research",2015,"Public Health Genomics","18","3",,"160","172",,4,10.1159/000375441,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928618280&partnerID=40&md5=44acd9924799ad1354e86c557d8f0ed0",Article,Scopus,2-s2.0-84928618280
"Sanner, J., Yu, E., Nomie, K.","Nursing and biobanking",2015,"Advances in Experimental Medicine and Biology","864",,,"157","163",,,10.1007/978-3-319-20579-3_12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942872520&partnerID=40&md5=9397890840564741dfe3f725eb3f2470",Book Chapter,Scopus,2-s2.0-84942872520
"Roberts, J.N., Karvonen, C., Graham, K., Weinfeld, M., Joy, A.A., Koebel, M., Morris, D., Robson, P.J., Johnston, R.N., Brockton, N.T.","Biobanking in the twenty-first century: Driving population metrics into biobanking quality",2015,"Advances in Experimental Medicine and Biology","864",,,"95","114",,,10.1007/978-3-319-20579-3_8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942866155&partnerID=40&md5=f4302be68c47f73687d66ce3b6e73287",Book Chapter,Scopus,2-s2.0-84942866155
"Fahy, G.M., Wowk, B.","Principles of cryopreservation by vitrification",2015,"Methods in Molecular Biology","1257",,,"21","82",,6,10.1007/978-1-4939-2193-5_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922032515&partnerID=40&md5=a49ea46bb3a027a2b6a370ffa64f350b",Article,Scopus,2-s2.0-84922032515
"Katz, G.","Industrial economics of cord blood banks",2014,"Cord Blood Stem Cells Medicine",,,,"325","345",,1,10.1016/B978-0-12-407785-0.00024-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940870012&partnerID=40&md5=9d9f1f9669c43b8463af2d4f82804556",Book Chapter,Scopus,2-s2.0-84940870012
"Mitrossili, M., Sarris, M., Nikolados, Y.","Ethical and legal issues in cord blood stem cells and biobanking",2014,"Cord Blood Stem Cells Medicine",,,,"313","324",,,10.1016/B978-0-12-407785-0.00023-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940856310&partnerID=40&md5=bfbcbbd36eca494a3a31396cfc79b5e7",Book Chapter,Scopus,2-s2.0-84940856310
"Moore, T., Brown, M.P., Chapman, J.R., Kramer, J., Pfotenhauer, R.P., Brown, H.L.","Newborn Stem Cell Banking Business Models",2014,"Translational Regenerative Medicine",,,,"75","83",,,10.1016/B978-0-12-410396-2.00006-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942777903&partnerID=40&md5=3987c4e668977def10b79ceb51cddd7d",Book Chapter,Scopus,2-s2.0-84942777903
"Lombardo, T., Dotti, S., Villa, R., Cinotti, S., Ferrari, M.","Veterinary biobank facility: Development and management for diagnostic and research purposes",2014,"Veterinary Infection Biology: Molecular Diagnostics and High-Throughput Strategies",,,,"43","60",,,10.1007/978-1-4939-2004-4_4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954608167&partnerID=40&md5=87c0d6774d3b3fc3f4fae75d85f7658f",Book Chapter,Scopus,2-s2.0-84954608167
"Dang, J.H.T., Rodriguez, E.M., Luque, J.S., Erwin, D.O., Meade, C.D., Chen, M.S.","Engaging diverse populations about biospecimen donation for cancer research",2014,"Journal of Community Genetics","5","4",,"313","327",,4,10.1007/s12687-014-0186-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958102769&partnerID=40&md5=7ded57567ae6d93b4095fdf55f130bfe",Article,Scopus,2-s2.0-84958102769
"Ragin, C., Park, J.Y.","Biospecimens, biobanking and global cancer research collaborations",2014,"ecancermedicalscience","8",, 454,"","",,2,10.3332/ecancer.2014.454,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907011238&partnerID=40&md5=cc79c3bac27b9129b17ab1d821959bc6",Article,Scopus,2-s2.0-84907011238
"Casper, R.F.","Introduction. New tools for enhancing collaborative endometriosis research",2014,"Fertility and Sterility",,,,"","",,3,10.1016/j.fertnstert.2014.07.1211,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906072992&partnerID=40&md5=8d29ef66eb6ec77274d148c903268fab",Article in Press,Scopus,2-s2.0-84906072992
"Warton, K., Lin, V., Navin, T., Armstrong, N.J., Kaplan, W., Ying, K., Gloss, B., Mangs, H., Nair, S.S., Hacker, N.F., Sutherland, R.L., Clark, S.J., Samimi, G.","Methylation-capture and Next-Generation Sequencing of free circulating DNA from human plasma",2014,"BMC Genomics","15","1", 476,"","",,8,10.1186/1471-2164-15-476,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902057701&partnerID=40&md5=d66f6ffa37451d6c1ca43ad95d2cc8ad",Article,Scopus,2-s2.0-84902057701
"Helmschrodt, C., Becker, S., Thiery, J., Ceglarek, U.","Preanalytical standardization for reactive oxygen species derived oxysterol analysis in human plasma by liquid chromatography-tandem mass spectrometry",2014,"Biochemical and Biophysical Research Communications","446","3",,"726","730",,7,10.1016/j.bbrc.2013.12.087,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898795462&partnerID=40&md5=29b05ca294a71201436dab81868b6758",Article,Scopus,2-s2.0-84898795462
"Hermerén, G.","Human stem-cell research in gastroenterology: Experimental treatment, tourism and biobanking",2014,"Bailliere's Best Practice and Research in Clinical Gastroenterology",,,,"","",,,10.1016/j.bpg.2014.02.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896439199&partnerID=40&md5=a228a0b1f93efc5707fc2e42fc577d12",Article in Press,Scopus,2-s2.0-84896439199
"Cetinkaya, G., Hatipoglu, I., Arat, S.","The value of frozen cartilage tissues without cryoprotection for genetic conservation",2014,"Cryobiology","68","1",,"65","70",,1,10.1016/j.cryobiol.2013.11.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896697984&partnerID=40&md5=ff8fc8ac8bb4ffe0b383e0d16d0e42d7",Article,Scopus,2-s2.0-84896697984
"Eminaga, O., Semjonow, A., Oezguer, E., Herden, J., Akbarov, I., Tok, A., Engelmann, U., Wille, S.","An electronic specimen collection protocol schema (eSCPS): Document architecture for specimen management and the exchange of specimen collection protocols between biobanking information systems",2014,"Methods of Information in Medicine","53","1",,"29","38",,2,10.3414/ME13-01-0035,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892421402&partnerID=40&md5=4b670ff84d02b5edb20837bba3d7043b",Article,Scopus,2-s2.0-84892421402
"Zawati, M.H., Knoppers, B., Thorogood, A.","Population biobanking and international collaboration",2014,"Pathobiology","81",,,"276","285",,1,10.1159/000357527,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925354098&partnerID=40&md5=5cdd0d7108845fa5ed21a1018cf4c603",Article,Scopus,2-s2.0-84925354098
"Mcdonald, J.A., Vadaparampil, S., Bowen, D., Magwood, G., Obeid, J.S., Jefferson, M., Drake, R., Gebregziabher, M., Halbert, C.H.","Intentions to donate to a biobank in a national sample of African Americans",2014,"Public Health Genomics","17","3",,"173","182",,2,10.1159/000360472,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902302488&partnerID=40&md5=396d61d058db7286d0f74fa202177c7b",Article,Scopus,2-s2.0-84902302488
"Muller, T.H., Thasler, R.","Separation of Personal Data in a Biobank Information System",2014,"Studies in Health Technology and Informatics","205",,,"388","392",,1,10.3233/978-1-61499-432-9-388,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929509021&partnerID=40&md5=16b389557540975a9fdf726d1ad76e1f",Conference Paper,Scopus,2-s2.0-84929509021
"Edwards, T., Cadigan, R.J., Evans, J.P., Henderson, G.E.","Biobanks containing clinical specimens: Defining characteristics, policies, and practices",2014,"Clinical Biochemistry","47","4-5",,"245","251",,10,10.1016/j.clinbiochem.2013.11.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896048352&partnerID=40&md5=0386ac19c5bda18d824228087fb771c3",Article,Scopus,2-s2.0-84896048352
"Findeisen, P., Hoffmann, G., Kiehntopf, M., Klein, H.-G., Pfeufer, A., Teupser, D.","Report on the 13th annual meeting of the section of molecular diagnostics of the DGKL on 15th/16th May 2014 in tutzing [13. Jahrestagung der Sektion Molekulare Diagnostik der DGKL am 15. und 16. Mai 2014 in der Evangelischen Akademie Tutzing]",2014,"LaboratoriumsMedizin","38","3",,"151","158",,,10.1515/labmed-2014-0013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904998569&partnerID=40&md5=e859b1d9708d3038922661999a07559e",Conference Paper,Scopus,2-s2.0-84904998569
"Jurate, S., Zivile, V., Eugenijus, G.","‚Mirroring‘ the Ethics of Biobanking: What Analysis of Consent Documents Can Tell Us?",2014,"Science and Engineering Ethics","20","4",,"1079","1093",,2,10.1007/s11948-013-9481-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911915858&partnerID=40&md5=02c803f5ac9d0ebe25cada96f5b0ee62",Article,Scopus,2-s2.0-84911915858
"Olson, J.E., Bielinski, S.J., Ryu, E., Winkler, E.M., Takahashi, P.Y., Pathak, J., Cerhan, J.R.","Biobanks and personalized medicine",2014,"Clinical Genetics","86","1",,"50","55",,13,10.1111/cge.12370,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901694951&partnerID=40&md5=13658c3cd0c5f9fcee931ce1efaa982d",Review,Scopus,2-s2.0-84901694951
"Darshan, M., Zheng, Q., Fedor, H.L., Wyhs, N., Yegnasubramanian, S., Lee, P., Melamed, J., Netto, G.J., Trock, B.J., De Marzo, A.M., Sfanos, K.S.","Biobanking of derivatives from radical retropubic and robot-assisted laparoscopic prostatectomy tissues as part of the prostate cancer biorepository network",2014,"Prostate","74","1",,"61","69",,4,10.1002/pros.22730,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890115054&partnerID=40&md5=884940e8a2a8812489cd77d82cced90e",Article,Scopus,2-s2.0-84890115054
"Casper, R.F.","Introduction: New tools for enhancing collaborative endometriosis research",2014,"Fertility and Sterility","102","5",,"1211","1212",,1,10.1016/j.fertnstert.2014.07.1211,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922062442&partnerID=40&md5=59148c69f208ebc413bf668853282af9",Review,Scopus,2-s2.0-84922062442
"Ahram, M., Zaza, R., Ibayyan, L., Dahbour, S., Bahou, Y., El-Omar, A., Samhouri, B., El-Khateeb, M.","Towards establishing a multiple sclerosis biobank in Jordan",2014,"International Journal of Neuroscience","124","11",,"812","817",,,10.3109/00207454.2014.886204,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912026616&partnerID=40&md5=82803cd99e3ac6869387e8f25c61f69f",Article,Scopus,2-s2.0-84912026616
"Skogseth, H., Eikvik, T., Tvedt, K.E., Strømmen, I., Larsson, E., Halgunset, J.","Can Drying Be an Alternative Tissue Preservation Method in Cancer Research Biobanking?",2014,"Drying Technology","32","6",,"713","719",,2,10.1080/07373937.2013.858262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899449134&partnerID=40&md5=5708c43c18b8abced65ad094580c9b4c",Article,Scopus,2-s2.0-84899449134
"Williams, H., Birtwell, D.","Penn medicine biobank informatics",2014,"CEUR Workshop Proceedings","1309",,,"57","60",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925617222&partnerID=40&md5=5ae71ad6141734c9233a4eca4a90e238",Conference Paper,Scopus,2-s2.0-84925617222
"Williams, P.","Growing houses and trees: Integrating biodiversity conservation and urbanisation: An Australian case study",2014,"International Journal of Law in the Built Environment","6","1",,"152","173",,,10.1108/IJLBE-04-2013-0015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897941547&partnerID=40&md5=c18275788ce31e0a78adfa7770ac0dfe",Article,Scopus,2-s2.0-84897941547
