Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Marquardt, W., Harwardt, A., Recker, S., Viell, J., Voll, A.","Bio-based Value Chains of the Future - An Opportunity for Process Systems Engineering",2012,"Computer Aided Chemical Engineering","31",,,"19","28",,1,10.1016/B978-0-444-59507-2.50003-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864503393&partnerID=40&md5=0a96f9b22ec88bcb84498205f137d9bd",Article,Scopus,2-s2.0-84864503393
"Turner, K.L., Berkes, F., Turner, N.J.","Indigenous perspectives on ecotourism development: A British Columbia case study",2012,"Journal of Enterprising Communities","6","3",,"213","229",,6,10.1108/17506201211258397,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865109524&partnerID=40&md5=c0610f1aed707f36606dbc1a88abe11c",Article,Scopus,2-s2.0-84865109524
"Horn, S.J., Vaaje-Kolstad, G., Westereng, B., Eijsink, V.G.H.","Novel enzymes for the degradation of cellulose",2012,"Biotechnology for Biofuels","5",, 45,"","",,178,10.1186/1754-6834-5-45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863092120&partnerID=40&md5=da24f6e2128d470ec65f58466f369d5a",Review,Scopus,2-s2.0-84863092120
"McMichael, P.","The land grab and corporate food regime restructuring",2012,"Journal of Peasant Studies","39","3-4",,"681","701",,118,10.1080/03066150.2012.661369,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861899557&partnerID=40&md5=f5ee67e9573ec20725de902d02f40189",Article,Scopus,2-s2.0-84861899557
"O'Keeffe, S., Schulte, R.P.O., Sanders, J.P.M., Struik, P.C.","II. Economic assessment for first generation green biorefinery (GBR): Scenarios for an Irish GBR blueprint",2012,"Biomass and Bioenergy","41",,,"1","13",,6,10.1016/j.biombioe.2011.11.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859490148&partnerID=40&md5=c92d507b8523c3ff4a2541eea0b3b0f9",Article,Scopus,2-s2.0-84859490148
"Birch, K.","Knowledge, place, and power: Geographies of value in the bioeconomy",2012,"New Genetics and Society","31","2",,"183","201",,13,10.1080/14636778.2012.662051,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862168593&partnerID=40&md5=1ff4efd86f3e2ace214f63f81d35a058",Article,Scopus,2-s2.0-84862168593
"Voll, A., Marquardt, W.","Reaction network flux analysis: Optimization-based evaluation of reaction pathways for biorenewables processing",2012,"AIChE Journal","58","6",,"1788","1801",,34,10.1002/aic.12704,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860633938&partnerID=40&md5=1196fd2e693074016e50f192663f0bdf",Article,Scopus,2-s2.0-84860633938
"Morrison, M., Cornips, L.","Exploring the Role of Dedicated Online Biotechnology News Providers in the Innovation Economy",2012,"Science Technology and Human Values","37","3",,"262","285",,6,10.1177/0162243911420581,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860543148&partnerID=40&md5=f29ad3887a82096dbc58d98b2b088f9a",Review,Scopus,2-s2.0-84860543148
"Voll, A., Marquardt, W.","Benchmarking of next-generation biofuels from a process perspective",2012,"Biofuels, Bioproducts and Biorefining","6","3",,"292","301",,13,10.1002/bbb.1325,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860918535&partnerID=40&md5=2d7a83bf51dd43eb7eefb399bbaa24f8",Article,Scopus,2-s2.0-84860918535
"Richardson, B.","From a fossil-fuel to a biobased economy: The politics of industrial biotechnology",2012,"Environment and Planning C: Government and Policy","30","2",,"282","296",,10,10.1068/c10209,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859467515&partnerID=40&md5=070d5039b3b72616dbf5c95c57453a54",Article,Scopus,2-s2.0-84859467515
"Sultana, A., Kumar, A.","Ranking of biomass pellets by integration of economic, environmental and technical factors",2012,"Biomass and Bioenergy","39",,,"344","355",,27,10.1016/j.biombioe.2012.01.027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857784667&partnerID=40&md5=dacbcbaa686b0521a07d06860a48ca34",Article,Scopus,2-s2.0-84857784667
"Ellis, B.E.","Bringing trees into the fuel line",2012,"New Phytologist","194","1",,"1","3",,3,10.1111/j.1469-8137.2012.04085.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857408273&partnerID=40&md5=a1aab319d6e7532f7cb677d62913d19f",Note,Scopus,2-s2.0-84857408273
"Poblete-Castro, I., Becker, J., Dohnt, K., Santos, V.M.D., Wittmann, C.","Industrial biotechnology of Pseudomonas putida and related species",2012,"Applied Microbiology and Biotechnology","93","6",,"2279","2290",,66,10.1007/s00253-012-3928-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862292281&partnerID=40&md5=2f300f9806a6bff78748f2938394427a",Review,Scopus,2-s2.0-84862292281
"Festel, G., Detzel, C., Maas, R.","Industrial biotechnology - Markets and industry structure",2012,"Journal of Commercial Biotechnology","18","1",,"11","21",,6,10.5912/jcb.478,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858992786&partnerID=40&md5=16755c659cac5f7bc3f0c3a4b3b82504",Review,Scopus,2-s2.0-84858992786
"Fojutowski, A., Strykowski, W.","FTP-c7 - session of the european forest-based sector technology platform (FTP) in Warsaw [FTP-c7 - obrady europejskiej platformy technologicznej sektora leśno-drzewnego w Warszawie]",2011,"Drewno","186",,,"85","88",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855573734&partnerID=40&md5=e22d2252da3d80795daaed5a7d29369a",Article,Scopus,2-s2.0-84855573734
"Davies, G.","Playing dice with mice: Building experimental futures in Singapore",2011,"New Genetics and Society","30","4",,"433","441",,6,10.1080/14636778.2011.606175,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857609787&partnerID=40&md5=b356f60e044417b1fad4ae218c694faa",Article,Scopus,2-s2.0-84857609787
"Horlings, I., Marsden, T.","Towards sustainable spatial development? Exploring the implications of the emerging bio-economy in agri-food and regional innovation [Rumo ao desenvolvimento espacial sustentável? Explorando as implicações da nova bioeconomia no setor agroalimentar e na inovação regional]",2011,"Sociologias",,"27",,"142","178",,2,10.1590/S1517-45222011000200007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856284105&partnerID=40&md5=022a02ef26935092075d2f5bd362573a",Article,Scopus,2-s2.0-84856284105
"Chang, P.R., Huang, J., Lin, N.","Bio-nanocomposites with non-cellulosic biofillers",2011,"Nanocomposites with Biodegradable Polymers: Synthesis, Properties, and Future Perspectives",,,,"","",,1,10.1093/acprof:oso/9780199581924.003.0004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921258922&partnerID=40&md5=eadfc50a0c7aece090bd0c7584f63e8e",Book Chapter,Scopus,2-s2.0-84921258922
"Ghorbani, A., Langenberger, G., Feng, L., Sauerborn, J.","Ethnobotanical study of medicinal plants utilised by Hani ethnicity in Naban River Watershed National Nature Reserve, Yunnan, China",2011,"Journal of Ethnopharmacology","134","3",,"651","667",,31,10.1016/j.jep.2011.01.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954419202&partnerID=40&md5=2449e247bdeec5dd8fc77708604b2918",Article,Scopus,2-s2.0-79954419202
"Brown, N., Machin, L., McLeod, D.","Immunitary bioeconomy: The economisation of life in the international cord blood market",2011,"Social Science and Medicine","72","7",,"1115","1122",,19,10.1016/j.socscimed.2011.01.024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953742935&partnerID=40&md5=18a0cf32fc63985845001c9e9dca96b2",Article,Scopus,2-s2.0-79953742935
"Rute, M.","European research and innovation for the knowledge-based bio-economy",2011,"International Sugar Journal","113","1346",,"102","104",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952408279&partnerID=40&md5=601166598e3e5673e4e9bb46e6d5d980",Article,Scopus,2-s2.0-79952408279
"Festel, G.","Drivers and barriers for industrial biotechnology",2011,"International Sugar Journal","113","1345",,"19","23",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551656490&partnerID=40&md5=ba8d0300254c27626da28c6669fb12fb",Article,Scopus,2-s2.0-79551656490
"Voll, A., Marquardt, W.","Multi-objective screening of biorefining processes in the early design stage by reaction network flux analysis",2011,"Proceedings of the 24th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems, ECOS 2011",,,,"3583","3594",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903601478&partnerID=40&md5=19838409cb0eb326fb0c20e033d348d5",Conference Paper,Scopus,2-s2.0-84903601478
"Cichocka, D., Claxton, J., Economidis, I., Högel, J., Venturi, P., Aguilar, A.","European Union research and innovation perspectives on biotechnology",2010,"Journal of Biotechnology","156","4",,"382","391",,9,10.1016/j.jbiotec.2011.06.032,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955203158&partnerID=40&md5=2dad8b57e2b984a1f6914b15701bfe1a",Article,Scopus,2-s2.0-82955203158
"Marquardt, W., Harwardt, A., Hechinger, M., Kraemer, K., Viell, J., Voll, A.","The biorenewables opportunity - toward next generation process and product systems",2010,"AIChE Journal","56","9",,"2228","2235",,49,10.1002/aic.12380,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957918125&partnerID=40&md5=b919f9e0fe29e8b71d75d3c2967d346e",Article,Scopus,2-s2.0-77957918125
"Rei, W.","Toward a governance structure beyond informed consent: A critical analysis of the popularity of private cord blood banking in Taiwan",2010,"East Asian Science, Technology and Society","4","1",,"53","75",,3,10.1007/s12280-010-9118-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954543241&partnerID=40&md5=bd5f6bd9e52410d0754bbde396d32e8a",Article,Scopus,2-s2.0-77954543241
"Waldby, C., Cooper, M.","From reproductive work to regenerative labour: The female body and the stem cell industries",2010,"Feminist Theory","11","1",,"3","22",,43,10.1177/1464700109355210,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950166110&partnerID=40&md5=a69684b442a1f1f9bb222135e45b8f97",Article,Scopus,2-s2.0-77950166110
"Harvey, O.","Innovation and commercialisation in the stem cell industries in Australia: State strategies and other opportunities to build a competitive position in the global stem cell economy",2010,"Journal of Commercial Biotechnology","16","1",,"72","83",,2,10.1057/jcb.2009.26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749319421&partnerID=40&md5=741b745d21da8e396f983f1352343d7f",Review,Scopus,2-s2.0-77749319421
"Becker, D.R., Skog, K., Hellman, A., Halvorsen, K.E., Mace, T.","An outlook for sustainable forest bioenergy production in the Lake States",2009,"Energy Policy","37","12",,"5687","5693",,21,10.1016/j.enpol.2009.08.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749104389&partnerID=40&md5=b0eb7ce48275a389977eedffade35319",Article,Scopus,2-s2.0-71749104389
"Marquardt, W.","Systems problems in biorenewables processing",2009,"Computer Aided Chemical Engineering","27","C",,"35","40",,,10.1016/S1570-7946(09)70226-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649279790&partnerID=40&md5=6dbce6d5ffa216aa6dbbe1c2c4bef3ff",Conference Paper,Scopus,2-s2.0-77649279790
"Bhullar, G.S., Bhullar, N.K.","Acceptance of GMOs worldwide: A consumer and producer perspective",2009,"Advances in Biotechnology",,,,"279","297",,,10.2174/978160805090110901010256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882870759&partnerID=40&md5=a0becfe938a029bb4484eef8f2eaa29e",Book Chapter,Scopus,2-s2.0-84882870759
"Mathews, J.A.","From the petroeconomy to the bioeconomy: Integrating bioenergy production with agricultural demands",2009,"Biofuels, Bioproducts and Biorefining","3","6",,"613","632",,24,10.1002/bbb.181,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450188995&partnerID=40&md5=2dfdb07ec8c698b1bf2167f3a585fbd6",Article,Scopus,2-s2.0-70450188995
"Padella, M., Finco, A.","Governance and bioeconomy in Adriatic clam fishery (Chamelea gallina)",2009,"New Medit","8","3 SUPPL.",,"27","33",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455175925&partnerID=40&md5=3a344c167931c7ab3b9f046d27fe952f",Article,Scopus,2-s2.0-82455175925
"Waldby, C.","Biobanking in Singapore: Post-developmental state, experimental population",2009,"New Genetics and Society","28","3",,"253","265",,14,10.1080/14636770903151943,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949102778&partnerID=40&md5=5d8317cb3c4c3de2cf41eb579e44c19e",Review,Scopus,2-s2.0-71949102778
"Birch, K.","The knowledge-space dynamic in the UK bioeconomy",2009,"Area","41","3",,"273","284",,13,10.1111/j.1475-4762.2008.00864.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749117678&partnerID=40&md5=76d2167429f1641f281a5e058cc25063",Article,Scopus,2-s2.0-68749117678
"Arlin, W.","Recipe for a better tomorrow: A food industry perspective on sustainability and our food system",2009,"Journal of Hunger and Environmental Nutrition","4","3-4",,"446","453",,,10.1080/19320240903329063,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72149109535&partnerID=40&md5=bcc066773083eecdbb8f64651b31a96a",Article,Scopus,2-s2.0-72149109535
"Low, S.A., Isserman, A.M.","Ethanol and the local economy: Industry trends, location factors, economic impacts, and risks",2009,"Economic Development Quarterly","23","1",,"71","88",,37,10.1177/0891242408329485,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149489617&partnerID=40&md5=0fafed5edb83c02255b44211d6d7490f",Article,Scopus,2-s2.0-58149489617
"Kent, J.","The fetal tissue economy: From the abortion clinic to the stem cell laboratory",2008,"Social Science and Medicine","67","11",,"1747","1756",,22,10.1016/j.socscimed.2008.09.027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54549090848&partnerID=40&md5=c94c73a68d65e9d621ea0de61b6cc21d",Article,Scopus,2-s2.0-54549090848
"Martin, P., Brown, N., Turner, A.","Capitalizing hope: The commercial development of umbilical cord blood stem cell banking",2008,"New Genetics and Society","27","2",,"127","143",,30,10.1080/14636770802077074,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45849095761&partnerID=40&md5=75f80bbf7646880a8813d30a4af224e0",Review,Scopus,2-s2.0-45849095761
"Lex, M.","Industrial biotechnology takes off in Europe",2008,"Science Progress","91","1",,"39","64",,1,10.3184/003685008X285366,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249104741&partnerID=40&md5=7f99c633042d042cdb5d944b90b4bc77",Article,Scopus,2-s2.0-42249104741
"Jenkins, T.","Toward a biobased economy: Examples from the UK",2008,"Biofuels, Bioproducts and Biorefining","2","2",,"133","143",,15,10.1002/bbb.62,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55949087804&partnerID=40&md5=2a001fe362be74e866e2d14f29a4a18e",Article,Scopus,2-s2.0-55949087804
"Iacomelli, A.","Renewable energies for North and Central Asian countries: Bioeconomics, environment and social impact",2008,"Asian Biotechnology and Development Review","10","1-2",,"103","118",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349191968&partnerID=40&md5=49f9a16a15ed690671e18caa24586cca",Review,Scopus,2-s2.0-44349191968
"Twine, R.","Agricultural animals as targets of genetic progress: Engaging with animal scientists about the impact of genomics",2006,"Ethics and the Politics of Food: Preprints of the 6th Congress of the European Society for Agricultural and Food Ethics",,,,"345","350",,,10.3920/978-90-8686-575-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899162051&partnerID=40&md5=840d629a7b458e6c348b3297cb40d3a5",Book Chapter,Scopus,2-s2.0-84899162051
"Li, Q., Zhao, Q., Hu, Y., Wang, H.","Biotechnology and bioeconomy in China",2006,"Biotechnology Journal","1","11",,"1205","1214",,4,10.1002/biot.200600133,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049192153&partnerID=40&md5=d3594470e053771f1b17105bd796d950",Review,Scopus,2-s2.0-39049192153
